processing_group,marine_site_code,marine_site_name,latitude,longitude,georegion,island,time_format,detide_method,height_cutoff,year,month,day,date,day_of_year,sum,n,mean,stddev,stderr,coeffvar
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,8,9/8/2022,251,196.53,10,19.65,0.21,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,9,9/9/2022,252,209,10,20.9,1.54,0.49,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,10,9/10/2022,253,215.28,10,21.53,0.19,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,11,9/11/2022,254,221.49,10,22.15,0.11,0.03,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,12,9/12/2022,255,224.62,10,22.46,0.41,0.13,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,13,9/13/2022,256,220.15,10,22.02,0.62,0.2,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,14,9/14/2022,257,230.76,10,23.08,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,15,9/15/2022,258,229.18,10,22.92,0.21,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,16,9/16/2022,259,223.65,10,22.37,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,17,9/17/2022,260,114.33,5,22.87,0.08,0.04,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,18,9/18/2022,261,202.59,9,22.51,0.44,0.15,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,19,9/19/2022,262,129.05,6,21.51,0.64,0.26,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,20,9/20/2022,263,215.89,10,21.59,0.6,0.19,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,21,9/21/2022,264,205.94,10,20.59,1.25,0.39,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,22,9/22/2022,265,192.59,10,19.26,0.7,0.22,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,23,9/23/2022,266,194.21,10,19.42,0.74,0.23,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,24,9/24/2022,267,197.76,10,19.78,0.5,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,25,9/25/2022,268,182.19,10,18.22,0.51,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,26,9/26/2022,269,178.43,10,17.84,0.24,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,27,9/27/2022,270,174.67,10,17.47,0.17,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,28,9/28/2022,271,174.94,10,17.49,1.3,0.41,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,29,9/29/2022,272,210.76,10,21.08,0.26,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,9,30,9/30/2022,273,207.91,10,20.79,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,1,10/1/2022,274,209,10,20.9,0.53,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,2,10/2/2022,275,199.15,10,19.92,0.76,0.24,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,3,10/3/2022,276,187.91,10,18.79,0.8,0.25,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,4,10/4/2022,277,92.45,5,18.49,0.08,0.04,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,5,10/5/2022,278,190.95,10,19.1,0.85,0.27,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,6,10/6/2022,279,185.67,10,18.57,0.3,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,7,10/7/2022,280,190.72,10,19.07,0.09,0.03,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,8,10/8/2022,281,175.8,10,17.58,0.38,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,9,10/9/2022,282,163.05,10,16.31,0.5,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,10,10/10/2022,283,166.54,10,16.65,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,11,10/11/2022,284,170.02,10,17,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,12,10/12/2022,285,172.37,10,17.24,0.63,0.2,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,13,10/13/2022,286,172.1,10,17.21,0.5,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,14,10/14/2022,287,171.63,10,17.16,0.44,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,15,10/15/2022,288,174.66,10,17.47,0.38,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,16,10/16/2022,289,90.14,5,18.03,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,17,10/17/2022,290,177.67,10,17.77,0.71,0.22,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,18,10/18/2022,291,120.48,7,17.21,0.76,0.29,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,19,10/19/2022,292,136.5,8,17.06,0.87,0.31,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,20,10/20/2022,293,175.25,10,17.53,0.45,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,21,10/21/2022,294,173.27,10,17.33,0.52,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,22,10/22/2022,295,182.13,10,18.21,0.51,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,23,10/23/2022,296,181.44,10,18.14,0.3,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,24,10/24/2022,297,183.63,10,18.36,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,25,10/25/2022,298,180.1,10,18.01,0.54,0.17,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,26,10/26/2022,299,183.02,10,18.3,0.25,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,27,10/27/2022,300,186.44,10,18.64,0.19,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,28,10/28/2022,301,188.62,10,18.86,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,29,10/29/2022,302,185.89,10,18.59,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,30,10/30/2022,303,184.08,10,18.41,0.38,0.12,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,10,31,10/31/2022,304,185.96,10,18.6,0.33,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,1,11/1/2022,305,189.73,10,18.97,0.58,0.18,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,2,11/2/2022,306,93.58,5,18.72,0.01,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,3,11/3/2022,307,169.43,10,16.94,1.89,0.6,0.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,4,11/4/2022,308,133.04,10,13.3,0.47,0.15,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,5,11/5/2022,309,149.55,10,14.96,0.43,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,6,11/6/2022,310,151.06,10,15.11,0.59,0.19,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,23,11/23/2022,327,155.39,10,15.54,0.33,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,24,11/24/2022,328,160.82,10,16.08,0.28,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,25,11/25/2022,329,159.93,10,15.99,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,26,11/26/2022,330,160.54,10,16.05,0.23,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,27,11/27/2022,331,163.04,10,16.3,0.05,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,28,11/28/2022,332,163.72,10,16.37,0.09,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,29,11/29/2022,333,161.94,10,16.19,0.24,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,11,30,11/30/2022,334,160.56,10,16.06,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,1,12/1/2022,335,110.67,7,15.81,0.25,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,2,12/2/2022,336,126.48,8,15.81,0.27,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,3,12/3/2022,337,157.74,10,15.77,0.12,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,4,12/4/2022,338,162.02,10,16.2,0.24,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,5,12/5/2022,339,162.8,10,16.28,0.23,0.07,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,6,12/6/2022,340,157.25,10,15.73,0.51,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,7,12/7/2022,341,150.02,10,15,0.17,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,8,12/8/2022,342,151.68,10,15.17,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,9,12/9/2022,343,145.79,10,14.58,0.39,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,10,12/10/2022,344,144.61,10,14.46,0.05,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,11,12/11/2022,345,149.67,10,14.97,0.11,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,12,12/12/2022,346,145.86,10,14.59,0.16,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,13,12/13/2022,347,144.13,10,14.41,0.15,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,14,12/14/2022,348,144.47,10,14.45,0.19,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,15,12/15/2022,349,144.63,10,14.46,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,16,12/16/2022,350,146.22,10,14.62,0.48,0.15,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,17,12/17/2022,351,69.11,5,13.82,0.01,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,18,12/18/2022,352,139.85,10,13.99,0.41,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,19,12/19/2022,353,141.76,10,14.18,0.42,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,20,12/20/2022,354,141.31,10,14.13,0.42,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,21,12/21/2022,355,142.62,10,14.26,0.24,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,22,12/22/2022,356,142.64,10,14.26,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,23,12/23/2022,357,145.75,10,14.58,0.24,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,24,12/24/2022,358,146.22,10,14.62,0.11,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,25,12/25/2022,359,146.55,10,14.66,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,26,12/26/2022,360,145.6,10,14.56,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,27,12/27/2022,361,145.65,10,14.57,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,28,12/28/2022,362,149.47,10,14.95,0.14,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,29,12/29/2022,363,149.42,10,14.94,0.08,0.02,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,30,12/30/2022,364,119.47,8,14.93,0.22,0.08,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,12,31,12/31/2022,365,104.7,7,14.96,0.15,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,1,1/1/2023,1,149.63,10,14.96,0.11,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,2,1/2/2023,2,134.82,10,13.48,1.16,0.37,0.09
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,3,1/3/2023,3,141.07,10,14.11,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,4,1/4/2023,4,144.31,10,14.43,0.14,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,5,1/5/2023,5,147.6,10,14.76,0.08,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,6,1/6/2023,6,149.07,10,14.91,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,7,1/7/2023,7,148.83,10,14.88,0.03,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,8,1/8/2023,8,149.38,10,14.94,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,9,1/9/2023,9,150.55,10,15.06,0.03,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,10,1/10/2023,10,149.79,10,14.98,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,11,1/11/2023,11,149.7,10,14.97,0.07,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,12,1/12/2023,12,149.8,10,14.98,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,13,1/13/2023,13,148.5,10,14.85,0.02,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,14,1/14/2023,14,146.41,10,14.64,0.04,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,15,1/15/2023,15,87.89,6,14.65,0.01,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,16,1/16/2023,16,130.9,9,14.54,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,17,1/17/2023,17,136.17,10,13.62,1,0.32,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,18,1/18/2023,18,136.64,10,13.66,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,19,1/19/2023,19,141.19,10,14.12,0.25,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,20,1/20/2023,20,140.04,10,14,0.21,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,21,1/21/2023,21,140.85,10,14.09,0.44,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,22,1/22/2023,22,137.54,10,13.75,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,23,1/23/2023,23,137.48,10,13.75,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,24,1/24/2023,24,135.73,10,13.57,0.15,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,25,1/25/2023,25,138.33,10,13.83,0.07,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,26,1/26/2023,26,138.33,10,13.83,0.16,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,27,1/27/2023,27,138.99,10,13.9,0.37,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,28,1/28/2023,28,127.02,9,14.11,0.49,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,29,1/29/2023,29,84.24,6,14.04,0.25,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,30,1/30/2023,30,139.45,10,13.95,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,1,31,1/31/2023,31,138.24,10,13.82,0.24,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,1,2/1/2023,32,136.87,10,13.69,0.34,0.11,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,2,2/2/2023,33,136.57,10,13.66,0.26,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,3,2/3/2023,34,137.22,10,13.72,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,4,2/4/2023,35,137.49,10,13.75,0.2,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,5,2/5/2023,36,141.68,10,14.17,0.09,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,6,2/6/2023,37,132.92,10,13.29,0.88,0.28,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,7,2/7/2023,38,128.4,10,12.84,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,8,2/8/2023,39,134.17,10,13.42,0.13,0.04,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,9,2/9/2023,40,137.06,10,13.71,0.11,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,10,2/10/2023,41,131.68,10,13.17,0.17,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,11,2/11/2023,42,134.82,10,13.48,0.21,0.06,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,12,2/12/2023,43,135.05,10,13.51,0.23,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,13,2/13/2023,44,66.84,5,13.37,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,14,2/14/2023,45,138.85,10,13.89,0.17,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,15,2/15/2023,46,132.6,10,13.26,0.38,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,16,2/16/2023,47,128.51,10,12.85,0.17,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,17,2/17/2023,48,127.82,10,12.78,0.42,0.13,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,18,2/18/2023,49,126.71,10,12.67,0.24,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,19,2/19/2023,50,127.21,10,12.72,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,20,2/20/2023,51,131.45,10,13.15,0.24,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,21,2/21/2023,52,132.48,10,13.25,0.26,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,22,2/22/2023,53,126.95,10,12.7,0.43,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,23,2/23/2023,54,110.06,10,11.01,0.18,0.06,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,24,2/24/2023,55,113.79,10,11.38,0.35,0.11,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,25,2/25/2023,56,122.27,10,12.23,0.06,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,26,2/26/2023,57,86.65,7,12.38,0.64,0.24,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,27,2/27/2023,58,98.41,8,12.3,0.76,0.27,0.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,2,28,2/28/2023,59,121.23,10,12.12,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,1,3/1/2023,60,126.23,10,12.62,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,2,3/2/2023,61,120.41,10,12.04,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,3,3/3/2023,62,122.45,10,12.25,0.27,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,4,3/4/2023,63,124.1,10,12.41,0.11,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,5,3/5/2023,64,124.04,10,12.4,0.28,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,6,3/6/2023,65,124.16,10,12.42,0.23,0.07,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,7,3/7/2023,66,124.99,10,12.5,0.38,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2023,3,8,3/8/2023,67,124.36,10,12.44,0.34,0.11,0.03
